Date,Adj Close,Change
1993-02-28,25.39759063720703,0.007112901849759767
1993-03-31,25.4155216217041,0.000706011241507376
1993-04-30,25.968053817749023,0.02173995105310267
1993-05-31,25.553577423095703,-0.015961011077773923
1993-06-30,26.328468322753906,0.030324165060264585
1993-07-31,26.097652435302734,-0.008766779921325463
1993-08-31,26.115793228149414,0.0006951120562146418
1993-09-30,27.005084991455078,0.034051876408147
1993-10-31,26.972454071044922,-0.0012083250402833423
1993-11-30,27.447277069091797,0.017603996907222363
1993-12-31,27.118566513061523,-0.011976071622799789
1994-01-31,27.34096908569336,0.008201118319610234
1994-02-28,28.22354507446289,0.03228034770835375
1994-03-31,27.43291473388672,-0.02801314783420128
1994-04-30,25.982288360595703,-0.05287904647985209
1994-05-31,26.851444244384766,0.03345186042608961
1994-06-30,27.23054313659668,0.014118379956087113
1994-07-31,26.544973373413086,-0.025176499776172978
1994-08-31,27.475725173950195,0.03506320339614022
1994-09-30,28.294795989990234,0.029810707846816165
1994-10-31,27.605384826660156,-0.02436529896076889
1994-11-30,28.139135360717773,0.019335015157700086
1994-12-31,27.052894592285156,-0.038602492738600946
1995-01-31,27.655582427978516,0.022278127526702107
1995-02-28,28.438987731933594,0.028327203232665354
1995-03-31,29.420635223388672,0.034517666405995406
1995-04-30,30.509897232055664,0.037023742023117645
1995-05-31,31.25010108947754,0.024261106217170925
1995-06-30,32.49326705932617,0.03978118234847017
1995-07-31,33.36183547973633,0.026730719900351252
1995-08-31,34.249542236328125,0.026608450758981217
1995-09-30,34.61229705810547,0.01059152321728174
1995-10-31,35.73747634887695,0.03250807910502407
1995-11-30,36.10216522216797,0.010204662179579937
1995-12-31,37.45527267456055,0.03747995290769213
1996-01-31,38.40138244628906,0.025259721907487487
1996-02-29,39.49250411987305,0.0284136039922549
1996-03-31,40.100807189941406,0.015403000737100658
1996-04-30,40.61838150024414,0.012906830225416499
1996-05-31,40.67655563354492,0.0014322119974286007
1996-06-30,41.627044677734375,0.023366999230524987
1996-07-31,42.23761749267578,0.01466769547702218
1996-08-31,40.65807342529297,-0.03739661849195719
1996-09-30,41.028602600097656,0.009113298874958042
1996-10-31,43.2782096862793,0.054830214621452544
1996-11-30,44.277835845947266,0.023097678182951498
1996-12-31,47.69816207885742,0.07724691524694771
1997-01-31,46.66210174560547,-0.02172117935150364
1997-02-28,49.56740951538086,0.062262685586146116
1997-03-31,50.22724914550781,0.013311965192011943
1997-04-30,47.99749755859375,-0.04439326510704367
1997-05-31,50.617332458496094,0.05458273937519631
1997-06-30,53.642494201660156,0.05976533326098443
1997-07-31,56.74939727783203,0.057918691559941005
1997-08-31,60.302425384521484,0.06260908973701773
1997-09-30,59.27025604248047,-0.017116547725225528
1997-10-31,60.96189498901367,0.028541110828351535
1997-11-30,59.925994873046875,-0.016992583910875547
1997-12-31,62.5357780456543,0.043550101723571544
1998-01-31,62.4445686340332,-0.00145851566049926
1998-02-28,63.96469497680664,0.024343611878919313
1998-03-31,67.14492797851562,0.04971856745134362
1998-04-30,71.1390380859375,0.059484911633234105
1998-05-31,72.2723388671875,0.015930785848986995
1998-06-30,70.3065414428711,-0.027199858965805568
1998-07-31,73.81031036376953,0.04983560347290705
1998-08-31,71.6773452758789,-0.028897928722673605
1998-09-30,64.43309020996094,-0.10106756936986938
1998-10-31,63.852943420410156,-0.009003864127272498
1998-11-30,72.29397583007812,0.13219488339154384
